ts,row_type,session,participant,task,phase,block_id,ear,ear_base,ear_thr,blink_count,is_closed,long_close,gaze,gaze_thr,gaze_bias,gaze_y,gaze_y_thr,gaze_bias_y,gaze_offlvl,risk,alert,event,info
1767588048.4367259,meta,,,,eval,,,,,,,,,,,,,,,,,meta,"{'session': None, 'participant': None, 'task': None, 'phase': 'eval', 'ear_threshold_ratio': 0.9, 'ear_baseline_init': 0.45, 'risk_threshold': 0.55, 'start_time': '2026-01-05T13:40:48.436713', 'start_timestamp': 1767588048.436725}"
1767588048.4368534,event,,,,eval,1,,,,,,,,,,,,,block_start,block=1
1767588048.465051,frame,,,,eval,1,0.43303488302069804,0.45,0.405,0,False,False,-0.021743934362684847,0.35,-4.90433434913998,0.007669557696693405,0.25,0.03609176246577195,9.96879952811308e-08,2.6915758725905307e-08,0,,
1767588048.5016038,frame,,,,eval,1,0.43070778590361736,0.45,0.405,0,False,False,-0.01865304425365455,0.35,-4.90433434913998,-0.0001417449187292516,0.25,0.03609176246577195,8.971919575301772e-08,2.422418285331478e-08,0,,
1767588048.5326576,frame,,,,eval,1,0.4337542351700345,0.45,0.405,0,False,False,-0.010932546132440102,0.35,-4.90433434913998,0.0006162570621442084,0.25,0.03609176246577195,8.074727617771595e-08,2.18017645679833e-08,0,,
1767588048.5643632,frame,,,,eval,1,0.4337472654791534,0.45,0.405,0,False,False,-0.004696713534658059,0.35,-4.90433434913998,0.003432784428217546,0.25,0.03609176246577195,7.267254855994436e-08,1.962158811118497e-08,0,,
1767588048.5977108,frame,,,,eval,1,0.4322305196075087,0.45,0.405,0,False,False,-0.004253027063068515,0.35,-4.90433434913998,0.002829385851306085,0.25,0.03609176246577195,6.540529370394992e-08,1.765942930006647e-08,0,,
1767588048.6307883,frame,,,,eval,1,0.43186238962078277,0.45,0.405,0,False,False,-0.005005628912529758,0.35,-4.90433434913998,0.0009910203260974082,0.25,0.03609176246577195,5.8864764333554926e-08,1.5893486370059825e-08,0,,
1767588048.6646984,frame,,,,eval,1,0.43254118903289085,0.45,0.405,0,False,False,-0.010586009441153621,0.35,-4.90433434913998,0.00212219599578585,0.25,0.03609176246577195,5.2978287900199434e-08,1.4304137733053844e-08,0,,
1767588048.6992939,frame,,,,eval,1,0.4331111220159227,0.45,0.405,0,False,False,-0.014243959555310326,0.35,-4.90433434913998,-0.0009051786457664746,0.25,0.03609176246577195,4.768045911017949e-08,1.287372395974846e-08,0,,
1767588048.7321618,frame,,,,eval,1,0.43071593774417916,0.45,0.405,0,False,False,-0.014837637332663078,0.35,-4.90433434913998,-0.0015415852556187187,0.25,0.03609176246577195,4.2912413199161543e-08,1.1586351563773613e-08,0,,
1767588048.7643578,frame,,,,eval,1,0.4311038215752001,0.45,0.405,0,False,False,-0.013751792900214,0.35,-4.90433434913998,-0.005311346331791474,0.25,0.03609176246577195,3.862117187924539e-08,1.0427716407396252e-08,0,,
1767588048.7982059,frame,,,,eval,1,0.4331284292562627,0.45,0.405,0,False,False,-0.012753848290133263,0.35,-4.90433434913998,-0.003468496069554926,0.25,0.03609176246577195,3.4759054691320853e-08,9.384944766656627e-09,0,,
1767588048.8324475,frame,,,,eval,1,0.43096195918494096,0.45,0.405,0,False,False,-0.016432268789465354,0.35,-4.90433434913998,-0.004817497186624921,0.25,0.03609176246577195,3.128314922218877e-08,8.446450289990964e-09,0,,
1767588048.866091,frame,,,,eval,1,0.4326507595297804,0.45,0.405,0,False,False,-0.02418786617682578,0.35,-4.90433434913998,-0.0007809956983979849,0.25,0.03609176246577195,2.8154834299969892e-08,7.601805260991868e-09,0,,
