ts,row_type,session,participant,task,phase,block_id,ear,ear_base,ear_thr,blink_count,is_closed,long_close,gaze,gaze_thr,gaze_bias,gaze_offlvl,risk,alert,event,info
1763960290.6616046,frame,,,,train,,0.5228813739413934,0.5221797437914677,0.41774379503317416,0,False,False,-4.504149218684299,0.35,0.0,0.9912720364319122,0.19764345732709956,0,,
1763960290.6947749,frame,,,,train,,0.525579318168706,0.5224670915160631,0.4179736732128505,0,False,False,-4.507890425660206,0.35,0.0,0.992144832788721,0.19787911009629297,0,,
1763960290.7260258,frame,,,,train,,0.5234727098578842,0.5226955319701738,0.4181564255761391,0,False,False,-4.5122479643406015,0.35,0.0,0.9929303495098489,0.19809119803799602,0,,
1763960290.758941,frame,,,,train,,0.5288610651733596,0.5230038086303331,0.41840304690426655,0,False,False,-4.522477518618597,0.35,0.0,0.9936373145588641,0.19828207750012905,0,,
1763960290.790986,frame,,,,train,,0.5273209974330269,0.5232228655136785,0.4185782924109428,0,False,False,-4.527029526484766,0.35,0.0,0.9942735831029776,0.19845386923626898,0,,
1763960290.822267,frame,,,,train,,0.5259412580467747,0.5234165326703518,0.4187332261362815,0,False,False,-4.529280556010173,0.35,0.0,0.9948462247926799,0.19860848195294908,0,,
1763960290.8535976,frame,,,,train,,0.5258840069277134,0.5235883944519972,0.41887071556159783,0,False,False,-4.527027507773591,0.35,0.0,0.995361602313412,0.19874763350586905,0,,
1763960290.8854825,frame,,,,train,,0.5299439706924614,0.5239061732640204,0.41912493861121636,0,False,False,-4.524395167937074,0.35,0.0,0.9958254420820708,0.19887286997903256,0,,
1763960290.917994,frame,,,,train,,0.5310610675691473,0.5242639179792767,0.4194111343834214,0,False,False,-4.521852041620754,0.35,0.0,0.9962428978738637,0.1989855828577546,0,,
1763960290.9497173,frame,,,,train,,0.5286998273774364,0.5244857134491847,0.4195885707593478,0,False,False,-4.513821154682209,0.35,0.0,0.9966186080864773,0.19908702448561688,0,,
1763960290.9972672,frame,,,,train,,0.5330677123537397,0.5249148133944124,0.4199318507155299,0,False,False,-4.50707983285054,0.35,0.0,0.9969567472778296,0.1991783219766016,0,,
1763960291.029175,frame,,,,train,,0.5224465908922464,0.5250634145374506,0.42005073162996054,0,False,False,-4.505402243276228,0.35,0.0,0.9972610725500466,0.1992604897366239,0,,
1763960291.060519,frame,,,,train,,0.5156698087215136,0.5250824153480004,0.42006593227840033,0,False,False,-4.498192276235738,0.35,0.0,0.9975349652950419,0.19933444073333925,0,,
1763960291.093017,frame,,,,train,,0.5134866347050954,0.5249808981575892,0.4199847185260714,0,False,False,-4.4993721636343995,0.35,0.0,0.9977814687655377,0.19940099663926975,0,,
1763960291.1252925,frame,,,,train,,0.5134679461227843,0.5247886155725285,0.41983089245802285,0,False,False,-4.509191723092446,0.35,0.0,0.998003321888984,0.19946089696082786,0,,
1763960291.1581762,frame,,,,train,,0.5163950097852884,0.5245585447500101,0.41964683580000806,0,False,False,-4.513889915012438,0.35,0.0,0.9982029897000856,0.19951480725458462,0,,
