ts,row_type,session,participant,task,phase,block_id,ear,ear_base,ear_thr,blink_count,is_closed,long_close,gaze,gaze_thr,gaze_bias,gaze_y,gaze_y_thr,gaze_bias_y,gaze_offlvl,risk,alert,event,info
1765744381.9444504,meta,,,,train,,,,,,,,,,,,,,,,,meta,"{'session': None, 'participant': None, 'task': None, 'phase': 'train', 'calib_seconds': 60, 'model_load': None, 'learning': 'off'}"
1765744382.108546,frame,,,,train,,0.47200833081564836,0.45,0.36000000000000004,0,False,False,-1.70314854874504,0.35,0.0,0.0034611951433896277,0.25,0.0,0.1,0.006000000000000001,0,,
1765744382.215,frame,,,,train,,0.4854772320680498,0.45,0.36000000000000004,0,False,False,-2.7560782805868236,0.35,0.0,-0.011163424783604816,0.25,0.0,0.19,0.015600000000000003,0,,
1765744382.2267933,frame,,,,train,,0.49138540726422736,0.45,0.36000000000000004,0,False,False,-3.4557137189887674,0.35,0.0,-0.013412536988942928,0.25,0.0,0.271,0.027180000000000003,0,,
1765744382.2604597,frame,,,,train,,0.4914478521099048,0.45,0.36000000000000004,0,False,False,-3.8545267274405615,0.35,0.0,-0.017449672080674588,0.25,0.0,0.34390000000000004,0.03966,0,,
1765744382.2923226,frame,,,,train,,0.4941582483019764,0.45,0.36000000000000004,0,False,False,-4.136017758945739,0.35,0.0,-0.018031048968369778,0.25,0.0,0.40951000000000004,0.05233260000000001,0,,
1765744382.3237429,frame,,,,train,,0.49252252007095015,0.45,0.36000000000000004,0,False,False,-4.329867820978272,0.35,0.0,-0.009780638170271526,0.25,0.0,0.46855900000000006,0.06474636,0,,
1765744382.3552074,frame,,,,train,,0.4917639592525025,0.45,0.36000000000000004,0,False,False,-4.454457079504783,0.35,0.0,-0.02898509648918126,0.25,0.0,0.5217031000000001,0.076624638,0,,
1765744382.4059036,frame,,,,train,,0.49626196771156994,0.45,0.36000000000000004,0,False,False,-4.520566440071533,0.35,0.0,-0.03030183985408536,0.25,0.0,0.5695327900000001,0.087809214,0,,
1765744382.4367702,frame,,,,train,,0.4927882654414535,0.45,0.36000000000000004,0,False,False,-4.5739750569903865,0.35,0.0,-0.013987921460198588,0.25,0.0,0.6125795110000001,0.09822122046000001,0,,
1765744382.4697866,frame,,,,train,,0.49139055505835094,0.45,0.36000000000000004,0,False,False,-4.628857787105921,0.35,0.0,-0.004237708497230568,0.25,0.0,0.6513215599000001,0.107834147916,0,,
1765744382.5011694,frame,,,,train,,0.49071306098213596,0.45,0.36000000000000004,0,False,False,-4.64749091606671,0.35,0.0,-0.0010801954194665088,0.25,0.0,0.68618940391,0.1166552677758,0,,
1765744382.5323977,frame,,,,train,,0.4964186007564264,0.45,0.36000000000000004,0,False,False,-4.65279559517527,0.35,0.0,-0.011296262289504562,0.25,0.0,0.717570463519,0.1247129152542,0,,
